Meld,Work Category,Agent,Title,Description,Hours,Check in,Checkout,Unit,Property Name,Address line 1,City,State,Postal code
T84XCWT,PLUMBING,Albert Hardesty,Maintenance,,3.0,05/20/2023 10:30,05/20/2023 13:30,5,,4901 Saddlebrook Lane,Louisville,KY,40216
T5NHE4Z,DOORS,Albert Hardesty,Maintenance,,1.5,05/20/2023 13:30,05/20/2023 15:00,1,,715 M Street,Louisville,KY,40208
T404BGAB,DOORS,Albert Hardesty,Maintenance,,2.0,05/20/2023 12:00,05/20/2023 14:00,3946-1,,3944 South 3rd Street,Louisville,KY,40214
T1Q4PKGB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,05/20/2023 14:00,05/20/2023 16:00,3946-4,,3944 South 3rd Street,Louisville,KY,40214
TR3011J,LOCKS,Albert Hardesty,Maintenance,,1.5,05/20/2023 15:00,05/20/2023 16:30,1,,4900 Saddlebrook Lane,Louisville,KY,40216
T0TUK11,GENERAL,Albert Hardesty,Maintenance,,3.5,05/21/2023 12:30,05/21/2023 16:00,649-2,,607 S 44th Street,Louisville,KY,40211
T0TUK11,GENERAL,Albert Hardesty,Maintenance,,4.5,05/23/2023 10:00,05/23/2023 14:30,649-2,,607 S 44th Street,Louisville,KY,40211
TKY70YC,GENERAL,Albert Hardesty,Maintenance,,5.0,05/23/2023 14:00,05/23/2023 19:00,649-4,,607 S 44th Street,Louisville,KY,40211
TPXRFRCB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,05/23/2023 14:00,05/23/2023 15:30,623-1,,607 S 44th Street,Louisville,KY,40211
TFJCCV8,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.5,05/23/2023 15:30,05/23/2023 19:00,613-5,,607 S 44th Street,Louisville,KY,40211
TC9DAI1,EXTERIOR,Albert Hardesty,Maintenance,,2.0,05/23/2023 07:30,05/23/2023 09:30,1,,116 Ashton Walk,Radcliff,KY,40160
TXWTVUIB,PLUMBING,Albert Hardesty,Maintenance,,1.0,05/23/2023 14:00,05/23/2023 15:00,623-2,,607 S 44th Street,Louisville,KY,40211
TN3VGJ0,PLUMBING,Albert Hardesty,Maintenance,,1.5,05/23/2023 17:00,05/23/2023 18:30,623-1,,607 S 44th Street,Louisville,KY,40211
TGDMKA3,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,05/23/2023 17:30,05/23/2023 19:00,623-2,,607 S 44th Street,Louisville,KY,40211
TY1Y8M,PLUMBING,Albert Hardesty,Maintenance,,3.0,05/24/2023 08:00,05/24/2023 11:00,5,,160 West Blue Lick Road,Shepherdsville,KY,40165
TTDCL0BB,DOORS,Albert Hardesty,Maintenance,,3.5,05/24/2023 11:00,05/24/2023 14:30,4,,210 West Blue Lick Road,Shepherdsville,KY,40165
TQFV0DV,WINDOWS,Albert Hardesty,Maintenance,,4.0,05/24/2023 14:30,05/24/2023 18:30,1R,,1503 South 4th Street,Louisville,KY,40208
T4W55DEB,GENERAL,Albert Hardesty,Maintenance,,2.0,05/24/2023 17:00,05/24/2023 19:00,2331,,2305 Rodman,Louisville,KY,40208
T955KVR,SMOKE_DETECTOR_CO_DETECTORS,Albert Hardesty,Maintenance,,1.5,05/24/2023 17:30,05/24/2023 19:00,2315,,2305 Rodman,Louisville,KY,40208
TE4EIXK,TOILET,Albert Hardesty,Maintenance,,2.0,05/24/2023 18:00,05/24/2023 20:00,2321,,2305 Rodman,Louisville,KY,40208
TAT59LX,PLUMBING,Albert Hardesty,Maintenance,,2.0,05/24/2023 19:00,05/24/2023 21:00,2335,,2305 Rodman,Louisville,KY,40208
TEU4G9EB,GENERAL,Albert Hardesty,Maintenance,,1.5,05/25/2023 08:00,05/25/2023 09:30,2430-102,,2430 McKindree Ct,Louisville,KY,40211
TK52K50,FLOORING,Albert Hardesty,Maintenance,,1.5,05/25/2023 09:30,05/25/2023 11:00,2430-205,,2430 McKindree Ct,Louisville,KY,40211
T4CZ3HJ,DOORS,Albert Hardesty,Maintenance,,3.0,05/25/2023 12:00,05/25/2023 15:00,3944-3,,3944 South 3rd Street,Louisville,KY,40214
T3MVC2G,LOCKS,Albert Hardesty,Maintenance,,3.0,05/25/2023 14:30,05/25/2023 17:30,3944-2,,3944 South 3rd Street,Louisville,KY,40214
TW45GG9,PLUMBING,Albert Hardesty,Maintenance,,3.0,05/25/2023 17:30,05/25/2023 20:30,623-2,,607 S 44th Street,Louisville,KY,40211
T72HYPDB,PLUMBING,Albert Hardesty,Maintenance,,2.5,05/25/2023 18:00,05/25/2023 20:30,613-6,,607 S 44th Street,Louisville,KY,40211
T9YEBKBB,PLUMBING,Albert Hardesty,Maintenance,,2.5,05/25/2023 19:00,05/25/2023 21:30,617-1,,607 S 44th Street,Louisville,KY,40211
T2N4CRU,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,05/26/2023 08:00,05/26/2023 10:30,4,,4902 Saddlebrook Lane,Louisville,KY,40216
T83NL2C,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,05/26/2023 08:00,05/26/2023 09:30,3,,4902 Saddlebrook Lane,Louisville,KY,40216
T6G60ET,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.0,05/26/2023 13:00,05/26/2023 16:00,1,,2623 Wingfield Lane,Louisville,KY,40210
TYUBDKAB,PLUMBING,Albert Hardesty,Maintenance,,3.5,05/26/2023 11:00,05/26/2023 14:30,6,,4902 Saddlebrook Lane,Louisville,KY,40216
T2KH4MX,PLUMBING,Albert Hardesty,Maintenance,,3.0,05/26/2023 14:30,05/26/2023 17:30,A3,,4604 Southern Parkway,Louisville,KY,40214
T8K7X6D,GENERAL,Albert Hardesty,Maintenance,,2.0,05/26/2023 10:00,05/26/2023 12:00,5,,4902 Saddlebrook Lane,Louisville,KY,40216
TYX083C,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,05/27/2023 17:00,05/27/2023 19:30,1,,2831 West Muhammad Ali Boulevard,Louisville,KY,40212
TF36QRHB,HVAC,Albert Hardesty,Maintenance,,2.0,05/27/2023 08:00,05/27/2023 10:00,109,,4522 Winnrose Way,Louisville,KY,40211
TQ4WIUJ,HVAC,Albert Hardesty,Maintenance,,2.0,05/27/2023 10:30,05/27/2023 12:30,114,,4522 Winnrose Way,Louisville,KY,40211
TH6N2I7,GENERAL,Albert Hardesty,Maintenance,,2.0,05/27/2023 12:30,05/27/2023 14:30,8,,7602 Garrison Road,Louisville,KY,40214
T6G60ET,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,05/27/2023 14:30,05/27/2023 16:30,1,,2623 Wingfield Lane,Louisville,KY,40210
TKEQX43,GARBAGE_DISPOSAL,Albert Hardesty,Maintenance,,2.0,05/30/2023 07:30,05/30/2023 09:30,1B,,304 Keeneland Drive,Elizabethtown,KY,42701
T1TWCBN,ELECTRICAL,Albert Hardesty,Maintenance,,2.0,05/30/2023 09:30,05/30/2023 11:30,1A,,302 Keeneland Drive,Elizabethtown,KY,42701
T21H5X6,GENERAL,Albert Hardesty,Maintenance,,2.5,05/30/2023 11:30,05/30/2023 14:00,7,,621 Westport Road,Elizabethtown,KY,42701
TEAJZCD,GENERAL,Albert Hardesty,Maintenance,,2.0,05/27/2023 14:30,05/27/2023 16:30,9,,160 West Blue Lick Road,Shepherdsville,KY,40165
TEAJZCD,GENERAL,Albert Hardesty,Maintenance,,1.5,05/30/2023 11:30,05/30/2023 13:00,9,,160 West Blue Lick Road,Shepherdsville,KY,40165
TB4UUNJB,PLUMBING,Albert Hardesty,Maintenance,,2.0,05/30/2023 11:00,05/30/2023 13:00,3,,160 West Blue Lick Road,Shepherdsville,KY,40165
TW5143BB,LOCKS,Albert Hardesty,Maintenance,,1.5,05/30/2023 14:00,05/30/2023 15:30,1,,12615 East Orell Road,Louisville,KY,40272
TDV2ABX,GENERAL,Albert Hardesty,Maintenance,,2.5,05/30/2023 12:00,05/30/2023 14:30,1,,12615 East Orell Road,Louisville,KY,40272
TNFYINDB,GENERAL,Albert Hardesty,Maintenance,,1.5,05/30/2023 17:30,05/30/2023 19:00,8,,7602 Garrison Road,Louisville,KY,40214
TTUTK6N,APPLIANCES,Albert Hardesty,Maintenance,,2.0,05/31/2023 08:00,05/31/2023 10:00,1,,3507 Manslick Road,Louisville,KY,40215
TNM0UB4,APPLIANCES,Albert Hardesty,Maintenance,,2.0,05/31/2023 10:00,05/31/2023 12:00,1,,3509 Manslick Road,Louisville,KY,40215
TY2L4GQ,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,05/31/2023 11:00,05/31/2023 13:30,114,,4522 Winnrose Way,Louisville,KY,40211
TK0TQK4,APPLIANCES,Albert Hardesty,Maintenance,,2.5,05/31/2023 12:00,05/31/2023 14:30,228,,4522 Winnrose Way,Louisville,KY,40211
TPXQGE,TOILET,Albert Hardesty,Maintenance,,2.0,05/31/2023 14:30,05/31/2023 16:30,106,,4522 Winnrose Way,Louisville,KY,40211
TQ9AUVKB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,4.5,05/31/2023 16:30,05/31/2023 21:00,1,,2831 West Muhammad Ali Boulevard,Louisville,KY,40212
T75LYINB,INTERIOR,Albert Hardesty,Maintenance,,2.0,05/31/2023 11:00,05/31/2023 13:00,1,,253 Cecil Avenue,Louisville,KY,40212
TAP0H19,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,06/01/2023 07:30,06/01/2023 09:30,1,,318 North 43rd Street,Louisville,KY,40212
THFBYT1,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.0,06/01/2023 09:30,06/01/2023 12:30,1,,2831 West Muhammad Ali Boulevard,Louisville,KY,40212
T0FXFUBB,GENERAL,Albert Hardesty,Maintenance,,6.0,06/01/2023 12:00,06/01/2023 18:00,8,,7602 Garrison Road,Louisville,KY,40214
TA0HWGN,PLUMBING,Albert Hardesty,Maintenance,,3.0,06/01/2023 18:00,06/01/2023 21:00,4,,7602 Garrison Road,Louisville,KY,40214
T7H0PNM,LOCKS,Albert Hardesty,Maintenance,,2.5,06/01/2023 20:30,06/01/2023 23:00,3,,160 West Blue Lick Road,Shepherdsville,KY,40165
TH7E6KAB,PLUMBING,Albert Hardesty,Maintenance,,4.5,06/02/2023 07:30,06/02/2023 12:00,1,,3704 Dayton Avenue,Saint Matthews,KY,40207
T3WBPYD,GENERAL,Albert Hardesty,Maintenance,,3.5,06/02/2023 12:00,06/02/2023 15:30,3B,,402 N. Hite Ave,Louisville,KY,40206
T3PH7VG,GENERAL,Albert Hardesty,Maintenance,,2.5,06/02/2023 15:30,06/02/2023 18:00,706,,704-706 Roselane Street,Louisville,KY,40203
TZPEMZM,DOORS,Albert Hardesty,Maintenance,,3.0,06/02/2023 18:00,06/02/2023 21:00,1,,675 Lynn Street,Louisville,KY,40217
TVZ27W2,PLUMBING,Albert Hardesty,Maintenance,,2.0,06/02/2023 14:30,06/02/2023 16:30,9B,,402 N. Hite Ave,Louisville,KY,40206
TP0ELNDB,TOILET,Albert Hardesty,Maintenance,,2.0,06/02/2023 15:30,06/02/2023 17:30,4B,,402 N. Hite Ave,Louisville,KY,40206
TXQF2KD,GENERAL,Albert Hardesty,Maintenance,,6.5,06/03/2023 08:00,06/03/2023 14:30,3,,2511 Dixie Highway,Louisville,KY,40216
TX2P4FX,PLUMBING,Albert Hardesty,Maintenance,,3.5,06/03/2023 14:30,06/03/2023 18:00,4,,2515 Dixie Highway,Shively,KY,40216
TXBQPGI,TOILET,Albert Hardesty,Maintenance,,2.5,06/03/2023 16:30,06/03/2023 19:00,1,,2511 Dixie Highway,Louisville,KY,40216
TFND8Q4,GENERAL,Albert Hardesty,Maintenance,,4.5,06/04/2023 08:00,06/04/2023 12:30,3,,2511 Dixie Highway,Louisville,KY,40216
TJE2LN,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.5,06/04/2023 12:30,06/04/2023 16:00,2,,7602 Garrison Road,Louisville,KY,40214
T3E88JKB,DOORS,Albert Hardesty,Maintenance,,2.5,06/04/2023 14:00,06/04/2023 16:30,1,,2513 Dixie Highway,Louisville,KY,40216
TXJ6UJI,PLUMBING,Albert Hardesty,Maintenance,,2.0,06/08/2023 10:00,06/08/2023 12:00,5,,4903 Saddlebrook Lane,Louisville,KY,40216
TADXY7HB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.0,06/08/2023 07:30,06/08/2023 10:30,4,,4902 Saddlebrook Lane,Louisville,KY,40216
TD0YB2DB,DOORS,Albert Hardesty,Maintenance,,2.0,06/08/2023 12:00,06/08/2023 14:00,1,,4903 Saddlebrook Lane,Louisville,KY,40216
TAK6JQN,DOORS,Albert Hardesty,Maintenance,,1.5,06/08/2023 11:30,06/08/2023 13:00,1,,4900 Saddlebrook Lane,Louisville,KY,40216
T6QNI7L,DOORS,Albert Hardesty,Maintenance,,1.0,06/08/2023 15:00,06/08/2023 16:00,1,,116 Ashton Walk,Radcliff,KY,40160
TYU1INDB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,06/08/2023 16:00,06/08/2023 18:30,2A,,300 Keeneland Drive,Elizabethtown,KY,42701
TE71X9JB,GENERAL,Albert Hardesty,Maintenance,,2.0,06/08/2023 18:30,06/08/2023 20:30,1A,,304 Keeneland Drive,Elizabethtown,KY,42701
TCZM222,APPLIANCES,Albert Hardesty,Maintenance,,1.5,06/08/2023 19:00,06/08/2023 20:30,2B,,302 Keeneland Drive,Elizabethtown,KY,42701
T2XH6VMB,FLOORING,Albert Hardesty,Maintenance,,1.0,06/08/2023 19:00,06/08/2023 20:00,2B,,302 Keeneland Drive,Elizabethtown,KY,42701
TYP3GB9,APPLIANCES,Albert Hardesty,Maintenance,,1.5,06/08/2023 15:30,06/08/2023 17:00,2,,810 West Vine Street,Radcliff,KY,40160
TECAI2B,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,06/09/2023 07:30,06/09/2023 09:00,10A,,402 N. Hite Ave,Louisville,KY,40206
T8C0CV9,HVAC,Albert Hardesty,Maintenance,,1.5,06/09/2023 09:00,06/09/2023 10:30,7A,,402 N. Hite Ave,Louisville,KY,40206
TMEGVR9,TOILET,Albert Hardesty,Maintenance,,2.5,06/09/2023 10:30,06/09/2023 13:00,10A,,402 N. Hite Ave,Louisville,KY,40206
T0NTE4E,TOILET,Albert Hardesty,Maintenance,,2.0,06/09/2023 13:00,06/09/2023 15:00,9A,,402 N. Hite Ave,Louisville,KY,40206
T4W5CPI,PLUMBING,Albert Hardesty,Maintenance,,1.5,06/09/2023 15:00,06/09/2023 16:30,6B,,402 N. Hite Ave,Louisville,KY,40206
T8U7LWAB,PLUMBING,Albert Hardesty,Maintenance,,2.5,06/09/2023 16:00,06/09/2023 18:30,6B,,402 N. Hite Ave,Louisville,KY,40206
T0IBBLZ,GENERAL,Albert Hardesty,Maintenance,,1.0,06/09/2023 13:00,06/09/2023 14:00,8,,7602 Garrison Road,Louisville,KY,40214
T6QNI7L,DOORS,Albert Hardesty,Maintenance,,2.0,06/09/2023 16:30,06/09/2023 18:30,1,,116 Ashton Walk,Radcliff,KY,40160
T43UDMAB,GENERAL,Albert Hardesty,Maintenance,,1.5,06/09/2023 14:00,06/09/2023 15:30,647-2,,607 S 44th Street,Louisville,KY,40211
TDQP5TD,PLUMBING,Albert Hardesty,Maintenance,,2.5,06/10/2023 16:00,06/10/2023 18:30,647-1,,607 S 44th Street,Louisville,KY,40211
TD40IRI,ROOFING,Albert Hardesty,Maintenance,,2.0,06/10/2023 18:00,06/10/2023 20:00,1F,,1503 South 4th Street,Louisville,KY,40208
TXJAECK,PLUMBING,Albert Hardesty,Maintenance,,2.0,06/10/2023 20:00,06/10/2023 22:00,3,,1503 South 4th Street,Louisville,KY,40208
T43UDMAB,GENERAL,Albert Hardesty,Maintenance,,8.0,06/10/2023 08:00,06/10/2023 16:00,647-2,,607 S 44th Street,Louisville,KY,40211
TD1JQ0N,ROOFING,Albert Hardesty,Maintenance,,3.5,06/11/2023 07:30,06/11/2023 11:00,1F,,1503 South 4th Street,Louisville,KY,40208
T9LF3AH,PLUMBING,Albert Hardesty,Maintenance,,2.5,06/11/2023 11:00,06/11/2023 13:30,3,,1503 South 4th Street,Louisville,KY,40208
TF1H3QM,APPLIANCES,Albert Hardesty,Maintenance,,2.0,06/11/2023 13:30,06/11/2023 15:30,107,,2430 McKindree Ct,Louisville,KY,40211
TE0RZEG,GENERAL,Albert Hardesty,Maintenance,,2.0,06/11/2023 15:30,06/11/2023 17:30,647-2,,607 S 44th Street,Louisville,KY,40211
TZPALLK,GENERAL,Albert Hardesty,Maintenance,,4.5,06/12/2023 07:00,06/12/2023 11:30,1,,410 North 21st Street,Louisville,KY,40212
TNC0ZLH,GENERAL,Albert Hardesty,Maintenance,,1.5,06/12/2023 11:30,06/12/2023 13:00,3B,,402 N. Hite Ave,Louisville,KY,40206
TGI2VQY,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.0,06/12/2023 14:00,06/12/2023 17:00,1A,,300 Keeneland Drive,Elizabethtown,KY,42701
T0M12NP,HVAC,Albert Hardesty,Maintenance,,1.5,06/12/2023 17:00,06/12/2023 18:30,2,,810 West Vine Street,Radcliff,KY,40160
TT5JMQV,GENERAL,Albert Hardesty,Maintenance,,1.5,06/13/2023 17:00,06/13/2023 18:30,7,,621 Westport Road,Elizabethtown,KY,42701
TT5JMQV,GENERAL,Albert Hardesty,Maintenance,,3.0,06/14/2023 07:00,06/14/2023 10:00,7,,621 Westport Road,Elizabethtown,KY,42701
T1EKDMG,APPLIANCES,Albert Hardesty,Maintenance,,1.5,06/14/2023 10:00,06/14/2023 11:30,2,,810 West Vine Street,Radcliff,KY,40160
TTA6K4,ELECTRICAL,Albert Hardesty,Maintenance,,3.5,06/14/2023 11:30,06/14/2023 15:00,4,,230 West Blue Lick Road,Shepherdsville,KY,40165
T8UX177,GENERAL,Albert Hardesty,Maintenance,,1.5,06/14/2023 14:00,06/14/2023 15:30,107,,2430 McKindree Ct,Louisville,KY,40211
T1C76Q0,DOORS,Albert Hardesty,Maintenance,,1.5,06/14/2023 15:30,06/14/2023 17:00,4,,4730 Southern Parkway,Louisville,KY,40214
TC04WVBB,PLUMBING,Albert Hardesty,Maintenance,,2.0,06/14/2023 17:30,06/14/2023 19:30,1,,4730 Southern Parkway,Louisville,KY,40214
T5TQZMT,HVAC,Albert Hardesty,Maintenance,,1.5,06/14/2023 17:00,06/14/2023 18:30,A4,,4604 Southern Parkway,Louisville,KY,40214
T5APVMEB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.5,06/14/2023 17:00,06/14/2023 19:30,B10,,4604 Southern Parkway,Louisville,KY,40214
TDZRWCLB,PLUMBING,Albert Hardesty,Maintenance,,2.5,06/14/2023 17:30,06/14/2023 20:00,611-4,,607 S 44th Street,Louisville,KY,40211
TBD79LKB,PLUMBING,Albert Hardesty,Maintenance,,3.5,06/14/2023 19:30,06/14/2023 23:00,1,,623 East Kentucky Street,Louisville,KY,40203
TBXJXC1,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,06/15/2023 07:30,06/15/2023 09:30,113,,4522 Winnrose Way,Louisville,KY,40211
TQAY0DX,APPLIANCES,Albert Hardesty,Maintenance,,1.0,06/15/2023 09:30,06/15/2023 10:30,112,,4522 Winnrose Way,Louisville,KY,40211
TQ8YY9H,LOCKS,Albert Hardesty,Maintenance,,1.0,06/15/2023 10:30,06/15/2023 11:30,110,,4522 Winnrose Way,Louisville,KY,40211
TFFC300,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,06/15/2023 12:00,06/15/2023 14:00,108,,4522 Winnrose Way,Louisville,KY,40211
TZMG5U5,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,06/15/2023 12:00,06/15/2023 13:30,105,,4522 Winnrose Way,Louisville,KY,40211
TFGKG9LB,EXTERIOR,Albert Hardesty,Maintenance,,2.0,06/15/2023 12:00,06/15/2023 14:00,131,,4522 Winnrose Way,Louisville,KY,40211
TK4YMZL,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,06/15/2023 14:00,06/15/2023 15:30,130,,4522 Winnrose Way,Louisville,KY,40211
T5R7MC,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,1.5,06/15/2023 15:30,06/15/2023 17:00,226,,4522 Winnrose Way,Louisville,KY,40211
TBJZJBEB,HVAC,Albert Hardesty,Maintenance,,1.5,06/15/2023 17:30,06/15/2023 19:00,103,,4522 Winnrose Way,Louisville,KY,40211
TCFBDDI,HVAC,Albert Hardesty,Maintenance,,1.0,06/15/2023 14:00,06/15/2023 15:00,126,,4522 Winnrose Way,Louisville,KY,40211
TUL38ADB,GENERAL,Albert Hardesty,Maintenance,,1.5,06/15/2023 14:00,06/15/2023 15:30,2331,,2305 Rodman,Louisville,KY,40208
TBD79LKB,PLUMBING,Albert Hardesty,Maintenance,,3.0,06/15/2023 17:00,06/15/2023 20:00,1,,623 East Kentucky Street,Louisville,KY,40203
TADXY7HB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,4.0,06/16/2023 07:30,06/16/2023 11:30,4,,4902 Saddlebrook Lane,Louisville,KY,40216
TRG4EWP,DOORS,Albert Hardesty,Maintenance,,3.0,06/16/2023 11:30,06/16/2023 14:30,1,,4900 Saddlebrook Lane,Louisville,KY,40216
TF3TGLZ,PLUMBING,Albert Hardesty,Maintenance,,2.5,06/16/2023 14:30,06/16/2023 17:00,5,,4903 Saddlebrook Lane,Louisville,KY,40216
TJDW4HAB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,3.0,06/16/2023 15:00,06/16/2023 18:00,A8,,4604 Southern Parkway,Louisville,KY,40214
TYWQWL3,PLUMBING,Albert Hardesty,Maintenance,,2.0,06/16/2023 17:00,06/16/2023 19:00,4,,12511 East Orell Road,Louisville,KY,40272
T2YD4RF,LOCKS,Albert Hardesty,Maintenance,,1.5,06/17/2023 20:00,06/17/2023 21:30,4,,210 West Blue Lick Road,Shepherdsville,KY,40165
TAF67TL,PLUMBING,Albert Hardesty,Maintenance,,2.0,06/17/2023 09:30,06/17/2023 11:30,1,,210 West Blue Lick Road,Shepherdsville,KY,40165
TYZDNWL,APPLIANCES,Albert Hardesty,Maintenance,,2.0,06/17/2023 12:30,06/17/2023 14:30,1,,4900 Saddlebrook Lane,Louisville,KY,40216
TBKLMH9,TOILET,Albert Hardesty,Maintenance,,2.0,06/17/2023 14:30,06/17/2023 16:30,2,,2607 West Main Street,Louisville,KY,40212
THG6704,TOILET,Albert Hardesty,Maintenance,,2.0,06/17/2023 14:30,06/17/2023 16:30,1,,675 Lynn Street,Louisville,KY,40217
TY7CWDQ,HVAC,Albert Hardesty,Maintenance,,2.0,06/17/2023 13:00,06/17/2023 15:00,7,,4315 Southern Parkway,Louisville,KY,40214
T8GDCELB,PLUMBING,Albert Hardesty,Maintenance,,3.5,06/17/2023 16:00,06/17/2023 19:30,607-4,,607 S 44th Street,Louisville,KY,40211
TJJ6ZCKB,PLUMBING,Albert Hardesty,Maintenance,,1.5,06/17/2023 19:00,06/17/2023 20:30,613-5,,607 S 44th Street,Louisville,KY,40211
TJJ6ZCKB,PLUMBING,Albert Hardesty,Maintenance,,2.0,06/18/2023 11:00,06/18/2023 13:00,613-5,,607 S 44th Street,Louisville,KY,40211
TZY8HL,GENERAL,Albert Hardesty,Maintenance,,2.0,06/18/2023 08:00,06/18/2023 10:00,1,,827 South 38th Street,Louisville,KY,40211
T4677LCB,TOILET,Albert Hardesty,Maintenance,,3.5,06/19/2023 08:00,06/19/2023 11:30,10A,,402 N. Hite Ave,Louisville,KY,40206
T691JLAB,DRYWALL,Albert Hardesty,Maintenance,,3.0,06/19/2023 11:30,06/19/2023 14:30,1,,817 South 36th Street,Louisville,KY,40211
TV0327L,LOCKS,Albert Hardesty,Maintenance,,1.5,06/19/2023 14:00,06/19/2023 15:30,1,,107 South 43rd Street,Louisville,KY,40212
TKQYC1E,ELECTRICAL,Albert Hardesty,Maintenance,,2.0,06/19/2023 15:30,06/19/2023 17:30,A4,,4604 Southern Parkway,Louisville,KY,40214
T3GRCVN,DOORS,Albert Hardesty,Maintenance,,2.0,06/19/2023 17:30,06/19/2023 19:30,A2,,4604 Southern Parkway,Louisville,KY,40214
T19N2ELB,INTERIOR,Albert Hardesty,Maintenance,,4.0,06/20/2023 08:00,06/20/2023 12:00,1,,253 Cecil Avenue,Louisville,KY,40212
TQ2AWUV,PLUMBING,Albert Hardesty,Maintenance,,2.0,06/20/2023 12:00,06/20/2023 14:00,2,,500 East Ormsby Avenue,Louisville,KY,40203
TDANZN7,APPLIANCES,Albert Hardesty,Maintenance,,2.0,06/20/2023 14:00,06/20/2023 16:00,607-4,,607 S 44th Street,Louisville,KY,40211
T797J8Y,PLUMBING,Albert Hardesty,Maintenance,,2.0,06/20/2023 16:00,06/20/2023 18:00,625-6,,607 S 44th Street,Louisville,KY,40211
TB9686CB,DOORS,Albert Hardesty,Maintenance,,1.5,06/20/2023 14:00,06/20/2023 15:30,607-3,,607 S 44th Street,Louisville,KY,40211
TQQTUUZ,PLUMBING,Albert Hardesty,Maintenance,,2.0,06/21/2023 08:00,06/21/2023 10:00,1,,1737 Culbertson Avenue,New Albany,IN,47150
TN7D5DH,PLUMBING,Albert Hardesty,Maintenance,,1.5,06/21/2023 10:00,06/21/2023 11:30,109,,1743 Culbertson Avenue,New Albany,IN,47150
T6MA8JH,TOILET,Albert Hardesty,Maintenance,,3.0,06/21/2023 11:30,06/21/2023 14:30,209,,1743 Culbertson Avenue,New Albany,IN,47150
T40H5QB,ELECTRICAL,Albert Hardesty,Maintenance,,2.0,06/21/2023 14:30,06/21/2023 16:30,210,,1743 Culbertson Avenue,New Albany,IN,47150
TLP5011,GENERAL,Albert Hardesty,Maintenance,,2.0,06/21/2023 16:00,06/21/2023 18:00,13,,1743 Culbertson Avenue,New Albany,IN,47150
THGP4YE,DOORS,Albert Hardesty,Maintenance,,3.0,06/21/2023 14:30,06/21/2023 17:30,4,,2515 Dixie Highway,Shively,KY,40216
TU9C34W,DOORS,Albert Hardesty,Maintenance,,1.5,06/21/2023 14:00,06/21/2023 15:30,24,,1002 East Main St,New Albany,IN,47150
TIQK2CD,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,2.0,06/21/2023 14:00,06/21/2023 16:00,3,,2515 Dixie Highway,Shively,KY,40216
T4J3GZAB,PLUMBING,Albert Hardesty,Maintenance,,1.5,06/21/2023 18:00,06/21/2023 19:30,8,,1601-1603 Gagel Avenue,Louisville,KY,40216
T8PX9TEB,OTHER_WORK_CATEGORY,Albert Hardesty,Maintenance,,4.0,06/22/2023 08:00,06/22/2023 12:00,1,,1305 Pigeon Pass Road,Louisville,KY,40213
T9JG1HLB,LOCKS,Albert Hardesty,Maintenance,,2.0,06/22/2023 00:00,06/22/2023 02:00,1,,3105 Montana Avenue,Louisville,KY,40208
T0IAYPJB,PLUMBING,Albert Hardesty,Maintenance,,2.0,06/22/2023 14:00,06/22/2023 16:00,2A,,402 N. Hite Ave,Louisville,KY,40206
T2PW3GGB,PLUMBING,Albert Hardesty,Maintenance,,2.0,06/22/2023 16:00,06/22/2023 18:00,6A,,402 N. Hite Ave,Louisville,KY,40206
TLFH4W,APPLIANCES,Albert Hardesty,Maintenance,,2.0,06/22/2023 18:00,06/22/2023 20:00,1,,4715 Seville Drive,Louisville,KY,40272
TKK1MDN,PLUMBING,Albert Hardesty,Maintenance,,3.0,06/23/2023 08:00,06/23/2023 11:00,1,,9418 Chambers Way,Louisville,KY,40229
