Unit,Property Name,Address line 1,City,State,Postal code,Meld creation date,Tenant presence required,Work category,Work location,Priority,Detailed description,Description,Meld status,Meld number,Started,Due date,Meld completion date,Meld completion notes,Meld canceled,Meld cancel reason,Meld reason not completed,Meld rating,Tags,Review Date,Tenant review,Assignee,Maintenance notes,Vendor accept date,Appointment,Meld URL,Propertyware work order,Rent Manager service issue
1,,315 South Shawnee Terrace,Louisville,KY,40212,01/20/2023 13:57,No,Heating/AC,APARTMENT,High,Heat is not working. ,No heat ,Completed,TMILJL2,01/20/2023 14:09,,01/24/2023 11:26,,,,,3,,01/31/2023 11:46,The service was good but still feeling cold air coming through..The windows should have been sealed with window wrap in my opinion.,Allstate Mechanical,,01/20/2023 14:09,,https://app.propertymeld.com/1912/m/1912/meld/4746230/summary/,,
2A,,300 Keeneland Drive - 2A,Elizabethtown,KY,42701,01/20/2023 13:55,No,Toilet,Bathroom,Low,"Water keeps running in the toilet.
Light in the laundry room went out.",Toilet Tank,Completed,TEXWA7W,01/20/2023 17:28,,01/24/2023 18:00,,,,,,,,,Albert Hardesty,,,01/24/2023 08:00,https://app.propertymeld.com/1912/m/1912/meld/4746221/summary/,,
125,,4524 Winnrose Way 125,Louisville,KY,40211,01/20/2023 13:40,No,Electrical,Porch,Low,,Porch Light,Completed,T0WRC1K,,,01/20/2023 17:30,,,,,5,,01/22/2023 19:33,The new light fixtures  really look great. Thank you!,Albert Hardesty,,,,https://app.propertymeld.com/1912/m/1912/meld/4746074/summary/,,
121,,4522 Winnrose Way 121,Louisville,KY,40211,01/20/2023 13:36,No,Appliances,APARTMENT,High,"The kitchen sink knob is loose.
Water coming out of the refrigerator. 
The living room vent is making a noise when she turns the heat on. 
The toilet paper holder needs to be replaced.",Multiple Issues,Completed,T5BFDF8,,,01/20/2023 17:00,,,,,,,,,Albert Hardesty,,,,https://app.propertymeld.com/1912/m/1912/meld/4746041/summary/,,
1,,12611 East Orell Road - 1,Louisville,KY,40272,01/20/2023 13:00,No,Cleaning,Whole Aparment ,Low,Please trash out unit from move out. Ensure fridge is empty as well. Lockbox on door: 0987 ,Unit Needs Trashed Out,Completed,THB2EMAB,01/20/2023 13:29,,01/23/2023 10:15,,,,,,,,,Garcias cleaning llc ,,01/20/2023 13:29,01/23/2023 10:15,https://app.propertymeld.com/1912/m/1912/meld/4745752/summary/,,
1,,5355 New Cut Rd.,Louisville,KY,40214,01/20/2023 12:36,No,Toilet,Bathroom,Medium,Toilet is clogged and there is leak at the bottom of the toilet. ,Leak at the bottom of the toilet ,Completed,T8J7MB7,,,01/20/2023 14:12,,,,,,,,,Jonathan Guyton,,,,https://app.propertymeld.com/1912/m/1912/meld/4745557/summary/,,
231,,4524 Winnrose Way 231,Louisville,KY,40211,01/20/2023 12:31,No,Other,Building,Low,,Building Downspout,Completed,T8EJG6N,,,01/20/2023 12:30,,,,,,,,,Albert Hardesty,,,,https://app.propertymeld.com/1912/m/1912/meld/4745504/summary/,,
1,,1763 West Lee Street,Louisville,KY,40210,01/20/2023 12:24,No,Plumbing,Kitchen,Medium,"Kitchen Sink is clogged and there is a leak under the kitchen sink. 
The bathroom Shower knob is loose. 
Leak in the pipe connected to the water heater. ",Multiple Issues,Completed,T9AYH8P,01/20/2023 17:41,,01/23/2023 10:00,,,,,,New Move IN,,,Mike Guelda,,,01/23/2023 10:00,https://app.propertymeld.com/1912/m/1912/meld/4745433/summary/,,
2,,4730 Southern Parkway - 2,Louisville,KY,40214,01/20/2023 11:47,No,Electrical,Kitchen ,Medium,Some of the wall outlets have no power they have flipped the breakers to get them to work but now they do not work at all. ,Electrical issues ,Canceled by manager,T8UGAJW,,,,,01/30/2023 15:46,Duplicate meld.,,,,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/4745133/summary/,,
2,,1908 Crums Lane - 2,Louisville,KY,40216,01/20/2023 11:35,No,Cleaning,Outdoor Dumpster,Low,Please remove couches and other trash/junk around the dumpster. ,Junk Removal around Dumpster,Canceled by manager,T9YQWGGB,01/20/2023 13:37,,,,02/21/2023 19:14,LREI no longer manages this property.,,,,,,Not assigned,,,01/20/2023 14:00,https://app.propertymeld.com/1912/m/1912/meld/4745053/summary/,,
1,,3912 Banks Street,Louisville,KY,40212,01/20/2023 10:34,No,Landscaping,Backyard,Low,"Tree fell in the backyard. It partly landed in the neighbors yard.

Please provide estimate for removal",Tree Removal,Completed,T9KFK11,01/20/2023 11:00,,01/20/2023 15:15,"Estimate done January 20 
Wait on approval.",,,,,,,,Bluegrass Stumps LLC ,,01/20/2023 11:00,01/20/2023 15:15,https://app.propertymeld.com/1912/m/1912/meld/4744572/summary/,,
2420-109,,2420 McKindree Ct-109,Louisville,KY,40211,01/19/2023 18:01,Yes,Appliances,kitchen,Medium,They were supposed to bring out a new dishwasher and i have not heard anything else and my sprayer in the kitchen is not working.  I have 2 issues that need to be addressed.  Thx,dishwasher was supposed to be replace and my sprayer in kitchen is not working,Canceled by manager,TEG7QNJ,,,,,02/16/2023 11:54,,,,,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/4742321/summary/,,
B,,170 Gillette Avenue - B,Louisville,KY,40214,01/19/2023 17:25,No,Other,APARTMENT,Medium,"There are holes outside the house due to plumbing work. 
Ceiling in the kitchen is falling due to water damage. ",Multiple Issues,Maintenance could not complete,THWJEGV,01/24/2023 15:47,,01/25/2023 10:00,,,,,,,,,Jonathan Guyton,,,01/25/2023 10:00,https://app.propertymeld.com/1912/m/1912/meld/4742126/summary/,,
211,,1743 Culbertson Avenue,New Albany,IN,47150,01/19/2023 16:30,Yes,Electrical,bathroom light not working right,Medium,,light fixture in bathroom not working properly light bulbs keep blowing out,Canceled by manager,TYM7MVE,,,,,01/20/2023 10:17,She told PM to cancel this work order,,,,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/4741754/summary/,,
14,,1601 Gagel Avenue - 14,Louisville,KY,40216,01/19/2023 16:09,Yes,Carpentry,Bathroom,Medium,Drywall under sink still needs to be finished,Finish drywall,Canceled by manager,TPY9N26,,,,,03/20/2023 14:34,,,,,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/4741579/summary/,,
126,,4524 Winnrose Way 126,Louisville,KY,40211,01/19/2023 15:10,No,General,Apartment 126,Low,Meet inspector for section 8 inspection,Section 8  (clone),Completed,T2H55N5,01/19/2023 15:11,,01/20/2023 14:00,,,,,,"Tax Credit,Vacant,Section 8",,,Albert Hardesty,,,01/20/2023 13:30,https://app.propertymeld.com/1912/m/1912/meld/4741167/summary/,,
1,,253 Cecil Avenue - 1,Louisville,KY,40212,01/19/2023 15:06,No,Cleaning,Common hall,Low,Please clean common area hallway.,Hallway Cleaning,Completed,TULRGUI,01/20/2023 13:36,,01/20/2023 14:00,,,,,,,,,Garcias cleaning llc ,,01/20/2023 13:36,01/20/2023 14:00,https://app.propertymeld.com/1912/m/1912/meld/4741120/summary/,,
1,,12511 East Orell Road - 1,Louisville,KY,40272,01/19/2023 14:48,No,Plumbing,Kitchen,Low,"Kitchen sink is backed up. The drain is shared with the unit above.

Lockbox code for unit #1 is 0987

Contact info for tenants in #2 (above #1) if needed
502-495-8488 and 502-889-9078",Sink back up,Completed,TR3ZQ6E,01/19/2023 14:56,,01/20/2023 08:00,,,,,,Vacant,,,Dixie Plumbing,,01/19/2023 14:56,01/20/2023 08:00,https://app.propertymeld.com/1912/m/1912/meld/4740992/summary/,,
6,,160 West Blue Lick Road - 6,Shepherdsville,KY,40165,01/19/2023 13:43,No,Cleaning,Full Unit Sales Clean,High,Call me so I can give you an access code. This is a codebox with electronic access.,Full Unit Sales Clean,Completed,T38ALMP,01/19/2023 14:45,,01/20/2023 10:00,,,,,,,,,The Pixie Maids,,01/19/2023 14:45,01/20/2023 10:00,https://app.propertymeld.com/1912/m/1912/meld/4740463/summary/,,
3,,810 West Vine Street - 3,Radcliff,KY,40160,01/19/2023 13:26,No,Plumbing,Kitchen ,Medium, the gas range in this unit is an old pilot light oven and it’s broken and leaking gas. So I have the gas valve off.,Leaking gas ,Canceled by manager,T6Q6DT8,,,,,01/19/2023 13:41,Adding this to the open work order for sink,,,,,,Not assigned,,,,https://app.propertymeld.com/1912/m/1912/meld/4740325/summary/,,
3,,810 West Vine Street - 3,Radcliff,KY,40160,01/19/2023 13:23,No,General,Kitchen,Low,"Sink drain is not draining properly. 
the gas range in this unit is an old pilot light oven and it’s broken and leaking gas. So I have the gas valve off.

Owner has approved replacing the gas stove",sink drain / Gas stove,Completed,TPMHDKL,01/25/2023 11:59,,02/10/2023 10:00,,,,,,Owner Approved,,,Albert Hardesty,,,02/10/2023 08:00,https://app.propertymeld.com/1912/m/1912/meld/4740291/summary/,,
2A,,306 Keeneland Drive - 2A,Elizabethtown,KY,42701,01/19/2023 11:42,No,Other,APARTMENT,Low,"Roaches in the whole apartment.
Kitchen light is not working.
Garbage disposal stopped working.",Multiple Issues,Completed,T3A2A3LB,01/20/2023 17:35,,03/27/2023 11:30,,,,,,,,,Albert Hardesty,,,03/27/2023 09:00,https://app.propertymeld.com/1912/m/1912/meld/4739400/summary/,,
2,,4403 Kern Court - 2,Louisville,KY,40218,01/19/2023 11:29,Yes,Other,Kitchen bathroom,Medium,Hello. my water is currently off I didn’t receive any notice if this was gonna be off for a while . Any help would be great thanks .,Water off,Canceled by manager,T9L4LFIB,,,,,01/19/2023 12:43,"Hello Alyssa, the property was just sold today. The current owners must not have switched water in their name yet. At this moment we do not manage your property so we are unable to resolve this for you all. Apologies for the inconvenience.",,,,,,Not assigned,,,,https://app.propertymeld.com/1912/m/1912/meld/4739281/summary/,,
1,,318 North 43rd Street,Louisville,KY,40212,01/19/2023 10:57,Yes,Drywall,Back bedroom,Low,Ceiling in the back bedroom is cracking and falling down.,Ceiling repair,Pending completion,TK35N0DB,01/20/2023 17:38,,,,,,,,Mike Incomplete,,,Mike Guelda,,,03/06/2023 08:00,https://app.propertymeld.com/1912/m/1912/meld/4739015/summary/,,
106,,4522 Winnrose Way 106,Louisville,KY,40211,01/19/2023 10:50,No,Blinds/Window treatments,Bedroom,Low,Need to replace the blinds in the bedroom.,Blinds in the bedroom,Canceled by manager,TDH2B2H,,,,,04/05/2023 16:22,vacant unit,,,,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/4738952/summary/,,
1,,12511 East Orell Road - 1,Louisville,KY,40272,01/19/2023 10:41,No,Cleaning,kitchen only,High,Kitchen sink had another backup. Please only clean the kitchen area.,Small Reclean from Plumbing backup in kitchen ,Completed,TT8Q2C6,01/20/2023 13:36,,01/23/2023 14:15,,,,,,,,,Garcias cleaning llc ,,01/20/2023 13:36,01/23/2023 14:15,https://app.propertymeld.com/1912/m/1912/meld/4738869/summary/,,
1,,314 Anderson Avenue,Louisville,KY,40218,01/19/2023 10:36,No,Cleaning,Full Unit and carpet cleaning,High,Full sales clean only,Full Unit Sales Clean,Completed,TTRZ8UW,01/20/2023 13:35,01/23/2023,01/24/2023 12:30,,,,,,,,,Garcias cleaning llc ,,01/20/2023 13:35,01/24/2023 12:30,https://app.propertymeld.com/1912/m/1912/meld/4738827/summary/,,
1,,3009 Montana Avenue,Louisville,KY,40208,01/19/2023 10:34,No,Carpentry,Full Unit Sales Clean,High,,Full Unit Sales Clean,Canceled by manager,TI1MLUR,01/20/2023 13:32,01/20/2023,,,01/24/2023 17:19,Repairs still in progress. Owner will notify us once complete so we can reschedule,,,,,,Not assigned,,,01/24/2023 11:15,https://app.propertymeld.com/1912/m/1912/meld/4738811/summary/,,
2,,1710 Liberty Bell Way - 2,Louisville,KY,40215,01/19/2023 10:31,No,Cleaning,Full Unit Sales Clean,High,The keys are in the office on Rick's desk. Please pick up the keys from the office before going to the unit and cleaning.,Full Unit Sales Clean,Completed,T8E0LYD,01/20/2023 13:30,01/20/2023,01/23/2023 13:15,,,,,,,,,Garcias cleaning llc ,,01/20/2023 13:30,01/23/2023 13:15,https://app.propertymeld.com/1912/m/1912/meld/4738792/summary/,,
8,,1743 Culbertson Avenue,New Albany,IN,47150,01/19/2023 10:22,No,Other,unit,Medium,her key fob is not working on the entrance near the trash cans.  The back door entrance won't close. ,Key Fob and Back door entrance,Canceled by manager,TE44RAB,,,,,01/30/2023 13:55,The back door has been fixed. If your key fob is still not working please let us know.,,,,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/4738711/summary/,,
1,,4121 South 2nd Street,Louisville,KY,40214,01/19/2023 10:11,No,Electrical,Garage,Medium,"There are 2 motion lights on the garage facing the alley and only one is working.  Please replace the other light.
Lights won't turn on in the garage and backyard.",Replace garage motion light,Completed,TINFINCB,01/28/2023 10:21,,01/30/2023 10:00,,,,,,,,,Jonathan Guyton,,,01/30/2023 10:00,https://app.propertymeld.com/1912/m/1912/meld/4738618/summary/,,
1,,4121 South 2nd Street,Louisville,KY,40214,01/19/2023 09:58,No,Heating/AC,Basement,Medium,"As per the tenant Gas smell coming from the dryer. 
Need to send someone to check any possible gas leak in the basement. ",Gas Smell in the Basement,Completed,THPJ4WDB,01/19/2023 10:22,,01/19/2023 12:00,,,,,,,,,Dixie Plumbing,,01/19/2023 10:22,01/19/2023 12:00,https://app.propertymeld.com/1912/m/1912/meld/4738522/summary/,,
8419,,8417 Damascus Circle - 8419,Louisville,KY,40228,01/19/2023 09:36,No,Plumbing,Kitchen,Medium,"There is a leak in the kitchen sink.
Need to fix the master bedroom closet door.",Leak in the kitchen sink,Completed,T9JZT4J,01/19/2023 12:53,,01/19/2023 14:00,,,,,,,,,Mike Guelda,,,01/19/2023 14:00,https://app.propertymeld.com/1912/m/1912/meld/4738356/summary/,,
118,,4522 Winnrose Way 118,Louisville,KY,40211,01/19/2023 09:12,No,Plumbing,Kitchen,Medium,"There is no water coming through the kitchen sink faucet. Toilet seat keeps coming off. Water in the bathtub faucet is running slowly.

Dropbox handle is also broken and needs to be repaired.",Multiple issue,Completed,T2RRK9K,05/02/2023 18:24,,05/04/2023 17:00,,,,,,,,,Albert Hardesty,,,05/04/2023 13:30,https://app.propertymeld.com/1912/m/1912/meld/4738219/summary/,,
1,,1240 Algonquin Parkway,Louisville,KY,40208,01/19/2023 09:09,No,Other,Kitchen,Low,"-There is a hole in the kitchen behind the door, states it was there when she moved in
-Heat is not functionally properly-might be an issue with the thermostat-It has to be turned on and off to trigger it to operate
-Bathtub faucet is leaking",Hole in the Kitchen,Completed,TI5NKENB,02/10/2023 17:29,,02/13/2023 10:00,,,,,,,,,Albert Hardesty,,,02/13/2023 08:00,https://app.propertymeld.com/1912/m/1912/meld/4738208/summary/,,
9,,1002 East Main St,New Albany,IN,47150,01/18/2023 20:20,No,Plumbing,APARTMENT,Medium,There is a leak at the bottom of the hot water tank. Maintenance turned the hot water tank off in the unit.,Leak in the hot water tank,Completed,T9VAGRU,01/18/2023 21:03,,01/19/2023 12:00,,,,,,,,,Dixie Plumbing,,01/18/2023 21:03,01/19/2023 12:00,https://app.propertymeld.com/1912/m/1912/meld/4737079/summary/,,
6,,210 West Blue Lick Road - 6,Shepherdsville,KY,40165,01/18/2023 20:04,Yes,Other,APARTMENT,Medium,,Cooktop not working (clone),Maintenance could not complete,TBA238,02/01/2023 13:33,,02/27/2023 08:00,,,,,,,,,Jonathan Guyton,,,02/27/2023 08:00,https://app.propertymeld.com/1912/m/1912/meld/4737034/summary/,,
1B,,300 Keeneland Drive - 1B,Elizabethtown,KY,42701,01/18/2023 16:53,No,Cleaning,Apartment ,Medium,Please clean apartment for move-in readiness. Lockbox code is 0987. ,Full Unit Clean,Completed,T13DK33,01/18/2023 17:02,,01/19/2023 12:45,Food Drain Clogged. Switch will not unclog it. ,,,,,,,,The Pixie Maids,,01/18/2023 17:02,01/19/2023 12:45,https://app.propertymeld.com/1912/m/1912/meld/4735937/summary/,,
868,,868 Marian Village Dr.,Shelbyville,KY,40065,01/18/2023 16:08,No,Appliances,Kitchen ,Medium,Top part of fridge has a gap on gasket. Fridge leaks,Gasket on top,Completed,TMB618MB,02/08/2023 15:57,,03/02/2023 08:00,,,,,,,,,Jonathan Guyton,,,03/02/2023 08:00,https://app.propertymeld.com/1912/m/1912/meld/4735549/summary/,,
624,,624 Marian Village Dr.,Shelbyville,KY,40065,01/18/2023 15:22,No,Cleaning,624 mv,Low,"Sweep upstairs floor
Full clean in half bathroom downstairs
Full clean in the kitchen 
Clean floors through out bottom level

Upstairs tub is wet please don't touch


Please clean tonight if possible",Touch up clean,Completed,T2T1782,01/18/2023 15:23,,01/18/2023 22:17,,,,,,"Tax Credit,Vacant",,,Joe Janitorial,,01/18/2023 15:23,01/18/2023 18:15,https://app.propertymeld.com/1912/m/1912/meld/4735171/summary/,,
1,,316 South 39th Street,Louisville,KY,40212,01/18/2023 15:18,Yes,Plumbing,bathroom,Medium,"Bathroom sink is dripping the knobs striped
the stopper is too big
Garage keeps coming off track.",sink,Completed,TBPC4WJ,01/19/2023 17:14,,01/20/2023 10:00,,,,,,,,,Mike Guelda,,,01/20/2023 10:00,https://app.propertymeld.com/1912/m/1912/meld/4735140/summary/,,
7B,,402 North Hite Avenue,Louisville,KY,40206,01/18/2023 14:46,No,General,Apartment,Low,Complete repairs for section 8 inspection,Section 8  (clone),Completed,TN3ANRMB,01/18/2023 15:18,,01/19/2023 17:30,,,,,,"Vacant,Section 8",,,Albert Hardesty,,,01/19/2023 12:00,https://app.propertymeld.com/1912/m/1912/meld/4734929/summary/,,
2,,221 Pope Street,Louisville,KY,40206,01/18/2023 13:52,No,Electrical,Kitchen,Medium,The plug in the kitchen is not working.,Plug in the kitchen,Canceled by manager,T9DIJKLB,,,,,01/23/2023 15:08,adding this to your open work order,,,,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/4734491/summary/,,
4,,1002 East Main St,New Albany,IN,47150,01/18/2023 13:22,No,Plumbing,Bathroom,Medium,"There is a leak in the bathroom ceiling above the hot water heater and the garbage needs to be disposed of. Also, the hallway door needs to be fixed.",Leak in the bathroom ceiling ,Canceled by manager,TJ2ZRRW,,,,,01/24/2023 14:51,,,,,,,Service Team,,,,https://app.propertymeld.com/1912/m/1912/meld/4734268/summary/,,
